scene,tag,time_ms,control_source,lf_t,lf_r,rf_t,rf_r,lr_t,lr_r,rr_t,rr_r,dm3_online,dm3_err,dm3_rx_count,dm3_pos_deg_x100,dm3_vel_mrad_s,dm3_torque_x100,dm3_tmos,dm3_trotor,dm3_target_deg_x100,stick_x,zdt42_cmd_x10,disc_cmd
slope_sand_demo,LOG,1202147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202198,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202249,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202300,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202351,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202402,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202453,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202504,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202555,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202606,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202657,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202708,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1202897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203014,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203065,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203116,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203167,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203218,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203269,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203320,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203371,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203422,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203473,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203524,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203575,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203626,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203677,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203728,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203779,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203830,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1203897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1204147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1204397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1204647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1204897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1205147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1205397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1205647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1205897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1206147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1206397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1206647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1206897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1207147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1207397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1207647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1207897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1208147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1208397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1208647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1208897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1209147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1209397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1209647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1209897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210001,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210103,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210154,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210460,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210817,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210919,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1210970,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211021,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211072,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211123,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211174,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211276,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211378,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211429,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211480,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211531,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211582,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211633,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1211990,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212041,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212092,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212194,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212245,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212296,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212347,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212647,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1212897,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1213147,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
slope_sand_demo,LOG,1213397,0,0,0,0,0,0,0,0,0,1,7412,6068,-1109,817,52,53,4542,0,0,0,0
